nyear1,countyname,SourceType,mun,mfg,mining,power,irrig,livestock
1984,LIMESTONE     ,Surfacewater,807,0,0,0,0,"2,063"
1984,LIPSCOMB      ,Groundwater,870,165,9,0,"17,794",84
1984,LIPSCOMB      ,Surfacewater,0,0,0,0,30,762
1984,LIVE OAK      ,Groundwater,979,993,250,0,"1,100",545
1984,LIVE OAK      ,Surfacewater,399,504,0,0,433,545
1984,LLANO         ,Groundwater,159,0,0,0,"1,007",898
1984,LLANO         ,Surfacewater,"2,422",63,73,"1,099",42,47
1984,LOVING        ,Groundwater,9,0,0,0,0,27
1984,LOVING        ,Surfacewater,0,0,0,0,0,6
1984,LUBBOCK       ,Groundwater,"8,132",525,64,0,"117,830","1,758"
1984,LUBBOCK       ,Surfacewater,"31,298","1,426",0,"1,913","5,427",439
1984,LYNN          ,Groundwater,"1,039",26,146,0,"56,192",218
1984,LYNN          ,Surfacewater,421,0,0,0,"4,200",53
1984,MADISON       ,Groundwater,"2,574",75,24,0,0,555
1984,MADISON       ,Surfacewater,0,0,0,0,93,832
1984,MARION        ,Groundwater,853,10,0,0,0,88
1984,MARION        ,Surfacewater,458,3,12,"2,374",0,132
1984,MARTIN        ,Groundwater,355,14,824,0,"16,537",259
1984,MARTIN        ,Surfacewater,316,0,0,0,0,64
1984,MASON         ,Groundwater,755,0,0,0,"13,376",547
1984,MASON         ,Surfacewater,0,0,0,0,264,547
1984,MATAGORDA     ,Groundwater,"5,887","2,025",172,0,"30,639",833
1984,MATAGORDA     ,Surfacewater,0,"2,509",77,0,"237,151",554
1984,MAVERICK      ,Groundwater,349,18,203,0,"1,407",253
1984,MAVERICK      ,Surfacewater,"4,848",373,0,0,"105,202","2,286"
1984,MCCULLOCH     ,Groundwater,"2,623","2,543",128,0,"3,284",592
1984,MCCULLOCH     ,Surfacewater,3,"6,319",0,0,51,148
1984,MCLENNAN      ,Groundwater,"10,668","1,624",0,349,"1,561",149
1984,MCLENNAN      ,Surfacewater,"27,089","2,092",197,"16,119",739,"1,349"
1984,MCMULLEN      ,Groundwater,138,0,664,0,0,52
1984,MCMULLEN      ,Surfacewater,0,0,0,0,0,475
1984,MEDINA        ,Groundwater,"5,726",70,133,0,"84,911",164
1984,MEDINA        ,Surfacewater,0,0,0,0,"45,411","1,482"
1984,MENARD        ,Groundwater,75,0,0,0,163,285
1984,MENARD        ,Surfacewater,400,0,0,0,"2,425",71
1984,MIDLAND       ,Groundwater,"14,794",54,"1,132",0,"20,259",352
1984,MIDLAND       ,Surfacewater,"12,822",64,0,0,"3,593",88
1984,MILAM         ,Groundwater,"2,486","1,192",54,0,45,789
1984,MILAM         ,Surfacewater,"1,680","15,575",0,"8,164","1,487","1,184"
1984,MILLS         ,Groundwater,440,0,0,0,47,357
1984,MILLS         ,Surfacewater,390,0,0,0,"2,421",357
1984,MITCHELL      ,Groundwater,154,19,620,0,"2,739",44
1984,MITCHELL      ,Surfacewater,"1,872",0,0,"3,633",0,403
1984,MONTAGUE      ,Groundwater,"1,033",0,299,0,67,151
1984,MONTAGUE      ,Surfacewater,"1,673",7,81,0,125,"1,369"
1984,MONTGOMERY    ,Groundwater,"22,455","1,547","2,533",812,13,201
1984,MONTGOMERY    ,Surfacewater,201,1,13,"3,595",0,302
1984,MOORE         ,Groundwater,"3,483","7,484","1,006",534,"287,913","2,823"
1984,MOORE         ,Surfacewater,0,0,0,0,0,705
1984,MORRIS        ,Groundwater,"1,075",19,0,0,255,144
1984,MORRIS        ,Surfacewater,855,"167,796",30,0,251,217
1984,MOTLEY        ,Groundwater,428,4,0,0,"4,109",66
1984,MOTLEY        ,Surfacewater,0,0,28,0,200,595
1984,NACOGDOCHES   ,Groundwater,"6,197",589,0,0,19,695
1984,NACOGDOCHES   ,Surfacewater,"2,826",401,12,0,5,"1,042"
1984,NAVARRO       ,Groundwater,128,0,191,0,0,179
1984,NAVARRO       ,Surfacewater,"6,451","1,228",0,0,0,"1,613"
1984,NEWTON        ,Groundwater,"1,594",306,0,0,881,54
1984,NEWTON        ,Surfacewater,0,0,34,0,294,82
1984,NOLAN         ,Groundwater,"1,056",159,382,0,"1,762",88
1984,NOLAN         ,Surfacewater,"3,223",468,0,0,500,797
1984,NUECES        ,Groundwater,"3,226","1,209",92,0,"1,958",28
1984,NUECES        ,Surfacewater,"49,494","32,010",9,"3,207",542,260
1984,OCHILTREE     ,Groundwater,"2,054",0,471,0,"128,608","1,441"
1984,OCHILTREE     ,Surfacewater,0,0,0,0,0,360
1984,OLDHAM        ,Groundwater,"3,647",0,24,0,"5,661","1,042"
1984,OLDHAM        ,Surfacewater,0,0,0,0,0,260
1984,ORANGE        ,Groundwater,"11,847","5,497",0,"1,577",0,34
1984,ORANGE        ,Surfacewater,98,"35,818",9,"6,183","4,403",52
1984,PALO PINTO    ,Groundwater,243,0,8,0,3,60
1984,PALO PINTO    ,Surfacewater,"3,933",81,123,"1,599",95,542
1984,PANOLA        ,Groundwater,"1,989",352,286,0,0,654
1984,PANOLA        ,Surfacewater,777,409,0,0,64,981
1984,PARKER        ,Groundwater,"3,702",3,56,0,143,137
1984,PARKER        ,Surfacewater,"2,990",182,78,12,185,"1,244"
1984,PARMER        ,Groundwater,"1,755","1,493",0,0,"278,033","5,013"
1984,PARMER        ,Surfacewater,0,0,0,0,160,"1,252"
1984,PECOS         ,Groundwater,"4,054",22,"10,435",0,"90,022",995
1984,PECOS         ,Surfacewater,0,0,0,0,0,52
1984,POLK          ,Groundwater,"3,141",711,0,0,228,208
1984,POLK          ,Surfacewater,"1,090",8,24,0,0,314
1984,POTTER        ,Groundwater,"12,053","3,084",562,"1,733","10,176",54
1984,POTTER        ,Surfacewater,"10,873","2,608",0,"2,340","3,077",502
1984,PRESIDIO      ,Groundwater,"1,641",0,11,0,"3,349",509
1984,PRESIDIO      ,Surfacewater,0,0,0,0,"25,745",26
1984,RAINS         ,Groundwater,90,0,0,0,0,264
1984,RAINS         ,Surfacewater,665,0,0,0,47,396
1984,RANDALL       ,Groundwater,"10,411",319,0,0,"51,515","2,661"
1984,RANDALL       ,Surfacewater,"6,831",295,0,0,"1,988",664
1984,REAGAN        ,Groundwater,"1,006",0,"1,452",0,"33,721",139
1984,REAGAN        ,Surfacewater,0,0,0,0,0,34
1984,REAL          ,Groundwater,331,0,0,0,0,182
1984,REAL          ,Surfacewater,251,0,0,0,348,45
1984,RED RIVER     ,Groundwater,"1,534",13,0,101,0,475
1984,RED RIVER     ,Surfacewater,327,0,0,922,613,713
1984,REEVES        ,Groundwater,"3,307",98,47,0,"76,457","2,506"
1984,REEVES        ,Surfacewater,282,0,0,0,"16,540",131
1984,REFUGIO       ,Groundwater,"1,330",0,168,0,17,51
1984,REFUGIO       ,Surfacewater,0,0,0,0,0,468
1984,ROBERTS       ,Groundwater,233,0,3,0,"5,204",67
1984,ROBERTS       ,Surfacewater,0,0,0,0,0,607
1984,ROBERTSON     ,Groundwater,"2,440",16,24,0,"16,050",721
1984,ROBERTSON     ,Surfacewater,0,0,0,0,"2,484","1,082"
1984,ROCKWALL      ,Groundwater,24,0,0,0,0,24
1984,ROCKWALL      ,Surfacewater,"4,063",78,0,0,0,229
1984,RUNNELS       ,Groundwater,339,0,24,0,"1,046",96
1984,RUNNELS       ,Surfacewater,"2,009",93,0,0,"2,841",870
1984,RUSK          ,Groundwater,"4,958",168,"1,690",125,33,566
1984,RUSK          ,Surfacewater,418,15,6,"27,493",54,849
1984,SABINE        ,Groundwater,444,433,0,0,0,138
1984,SABINE        ,Surfacewater,708,442,0,0,0,208
1984,SAN AUGUSTINE ,Groundwater,438,0,0,0,0,195
1984,SAN AUGUSTINE ,Surfacewater,794,0,0,0,0,294
1984,SAN JACINTO   ,Groundwater,"1,478",0,0,0,0,115
1984,SAN JACINTO   ,Surfacewater,92,0,0,0,0,173
1984,SAN PATRICIO  ,Groundwater,"1,779",2,100,0,"3,543",124
1984,SAN PATRICIO  ,Surfacewater,"5,382","10,517",525,0,13,"1,124"
1984,SAN SABA      ,Groundwater,454,245,96,0,926,895
1984,SAN SABA      ,Surfacewater,873,0,0,0,"5,424",223
1984,SCHLEICHER    ,Groundwater,584,0,59,0,"1,438",396
1984,SCHLEICHER    ,Surfacewater,0,0,0,0,0,98
1984,SCURRY        ,Groundwater,524,3,"3,234",0,"3,319",59
1984,SCURRY        ,Surfacewater,"3,247",0,0,0,633,536
1984,SHACKELFORD   ,Groundwater,20,0,237,0,81,59
1984,SHACKELFORD   ,Surfacewater,606,0,0,0,178,533
1984,SHELBY        ,Groundwater,"2,605",50,0,0,5,584
1984,SHELBY        ,Surfacewater,"1,249",953,0,0,8,877
1984,SHERMAN       ,Groundwater,743,0,24,0,"225,833","2,466"
1984,SHERMAN       ,Surfacewater,0,0,0,0,0,616
1984,SMITH         ,Groundwater,"13,096","1,901",505,0,0,511
1984,SMITH         ,Surfacewater,"13,244","2,904",8,0,"1,959",767
1984,SOMERVELL     ,Groundwater,715,1,25,0,521,59
1984,SOMERVELL     ,Surfacewater,0,15,23,0,266,59
1984,STARR         ,Groundwater,819,0,291,0,500,148
1984,STARR         ,Surfacewater,"5,152",0,24,0,"27,968","1,338"
1984,STEPHENS      ,Groundwater,0,0,737,0,39,88
1984,STEPHENS      ,Surfacewater,"2,437",5,0,0,894,792
1984,STERLING      ,Groundwater,280,0,324,0,"1,206",230
1984,STERLING      ,Surfacewater,0,0,0,0,0,57
1984,STONEWALL     ,Groundwater,323,8,367,0,179,50
1984,STONEWALL     ,Surfacewater,88,0,0,0,0,456
1984,SUTTON        ,Groundwater,"1,572",0,78,0,794,456
1984,SUTTON        ,Surfacewater,0,0,0,0,143,114
1984,SWISHER       ,Groundwater,857,1,9,0,"150,758","4,172"
1984,SWISHER       ,Surfacewater,769,0,0,0,0,"1,042"
1984,TARRANT       ,Groundwater,"15,709",941,0,0,0,461
1984,TARRANT       ,Surfacewater,"181,560","34,609",96,"5,308",107,461
1984,TAYLOR        ,Groundwater,160,41,322,0,581,227
1984,TAYLOR        ,Surfacewater,"23,353","1,958",0,81,173,"2,050"
1984,TERRELL       ,Groundwater,346,0,0,0,242,415
1984,TERRELL       ,Surfacewater,0,0,0,0,0,21
1984,TERRY         ,Groundwater,568,162,"1,189",0,"65,322",136
1984,TERRY         ,Surfacewater,"1,670",0,0,0,796,33
1984,THROCKMORTON  ,Groundwater,0,0,24,0,0,61
1984,THROCKMORTON  ,Surfacewater,346,0,0,0,0,551
1984,TITUS         ,Groundwater,588,235,165,16,0,481
1984,TITUS         ,Surfacewater,"2,081","1,260",0,"33,353",0,722
1984,TOM GREEN     ,Groundwater,"1,638",20,280,0,"31,146",138
1984,TOM GREEN     ,Surfacewater,"21,332",920,0,484,"17,939","1,244"
1984,TRAVIS        ,Groundwater,"10,096",258,81,0,291,418
1984,TRAVIS        ,Surfacewater,"105,769","7,528","2,567","6,466","1,063",418
1984,TRINITY       ,Groundwater,509,0,0,0,0,224
1984,TRINITY       ,Surfacewater,"1,170",14,0,0,0,336
1984,TYLER         ,Groundwater,"2,146",13,0,0,4,156
1984,TYLER         ,Surfacewater,0,0,0,0,18,234
1984,UPSHUR        ,Groundwater,"3,618",158,1,0,0,454
1984,UPSHUR        ,Surfacewater,776,0,0,0,0,682
1984,UPTON         ,Groundwater,"1,123",0,"1,445",0,"15,235",92
1984,UPTON         ,Surfacewater,0,0,0,0,0,22
1984,UVALDE        ,Groundwater,"6,388",327,21,0,"149,447",744
1984,UVALDE        ,Surfacewater,12,5,5,0,"2,559",744
1984,VAL VERDE     ,Groundwater,"5,448",84,99,0,736,377
1984,VAL VERDE     ,Surfacewater,"7,022",151,0,0,"2,015",94
1984,VAN ZANDT     ,Groundwater,"3,258",409,946,0,0,909
1984,VAN ZANDT     ,Surfacewater,"1,549",255,61,0,0,"1,363"
1984,VICTORIA      ,Groundwater,"12,378",836,"2,265","3,635","20,201",702
1984,VICTORIA      ,Surfacewater,0,"15,992",319,"1,876",133,468
1984,WALKER        ,Groundwater,"3,826",241,6,0,75,352
1984,WALKER        ,Surfacewater,"3,323",7,0,0,132,529
1984,WALLER        ,Groundwater,"4,086",24,"1,325",0,"28,076",814
1984,WALLER        ,Surfacewater,215,0,0,0,184,543
1984,WARD          ,Groundwater,"4,516",88,"1,120","6,132",357,97
1984,WARD          ,Surfacewater,0,0,0,0,0,5
1984,WASHINGTON    ,Groundwater,"1,539",307,98,0,122,172
1984,WASHINGTON    ,Surfacewater,"2,115",175,0,0,0,"1,555"
1984,WEBB          ,Groundwater,327,14,235,0,0,176
1984,WEBB          ,Surfacewater,"21,212",282,24,0,"6,750","1,601"
1984,WHARTON       ,Groundwater,"6,414",235,"3,237",0,"158,689",672
1984,WHARTON       ,Surfacewater,0,0,"2,984",0,"205,089",449
1984,WHEELER       ,Groundwater,"1,282",0,89,0,"4,078",209
1984,WHEELER       ,Surfacewater,0,0,0,0,67,"1,881"
1984,WICHITA       ,Groundwater,"1,668",57,523,0,0,61
1984,WICHITA       ,Surfacewater,"30,938","1,337",24,0,"69,049",550
1984,WILBARGER     ,Groundwater,"4,453",470,188,0,"26,520",77
1984,WILBARGER     ,Surfacewater,8,0,24,0,916,693
1984,WILLACY       ,Groundwater,19,0,0,0,0,23
1984,WILLACY       ,Surfacewater,"5,136",61,0,0,"50,100",213
1984,WILLIAMSON    ,Groundwater,"14,249",233,112,0,2,144
1984,WILLIAMSON    ,Surfacewater,"3,939",15,5,0,134,"1,303"
1984,WILSON        ,Groundwater,"3,298",134,237,0,"7,211",170
1984,WILSON        ,Surfacewater,0,0,0,0,"1,477","1,550"
1984,WINKLER       ,Groundwater,"3,347",1,"1,373",0,360,96
1984,WINKLER       ,Surfacewater,0,0,0,0,0,5
1984,WISE          ,Groundwater,"2,217",19,691,0,115,838
1984,WISE          ,Surfacewater,"2,097","5,030",87,0,470,838
1984,WOOD          ,Groundwater,"3,960",57,"3,619",0,465,565
1984,WOOD          ,Surfacewater,41,0,1,0,215,849
1984,YOAKUM        ,Groundwater,"1,307",0,"4,558","1,015","61,515",109
1984,YOAKUM        ,Surfacewater,0,0,0,0,0,27
1984,YOUNG         ,Groundwater,313,19,551,0,171,85
1984,YOUNG         ,Surfacewater,"3,675",107,0,"2,675",58,775
1984,ZAPATA        ,Groundwater,0,0,0,0,0,94
1984,ZAPATA        ,Surfacewater,"1,744",0,0,0,"3,300",853
1984,ZAVALA        ,Groundwater,"2,594","1,088",135,0,"90,673",129
1984,ZAVALA        ,Surfacewater,0,0,0,0,"4,917","1,165"
1985,ANDERSON      ,Groundwater,"4,906",303,405,0,125,627
1985,ANDERSON      ,Surfacewater,"3,331",74,0,0,375,941
1985,ANDREWS       ,Groundwater,"3,144",52,"4,402",0,"4,345",299
1985,ANDREWS       ,Surfacewater,0,0,0,0,0,74
1985,ANGELINA      ,Groundwater,"9,026","21,842",0,0,450,189
1985,ANGELINA      ,Surfacewater,4,"7,652",0,0,0,284
1985,ARANSAS       ,Groundwater,243,104,0,0,0,3
1985,ARANSAS       ,Surfacewater,"1,912",61,0,0,0,30
1985,ARCHER        ,Groundwater,34,0,4,0,0,148
1985,ARCHER        ,Surfacewater,"1,660",0,0,0,220,"1,337"
1985,ARMSTRONG     ,Groundwater,318,0,24,0,"4,625",468
1985,ARMSTRONG     ,Surfacewater,0,0,0,0,0,117
1985,ATASCOSA      ,Groundwater,"4,941",3,"1,752","6,339","31,571",201
1985,ATASCOSA      ,Surfacewater,0,0,0,0,0,"1,819"
1985,AUSTIN        ,Groundwater,"3,163",120,24,0,"7,291",210
1985,AUSTIN        ,Surfacewater,0,0,0,0,0,"1,897"
1985,BAILEY        ,Groundwater,"1,412",13,24,0,"154,701","1,272"
1985,BAILEY        ,Surfacewater,0,0,0,0,0,318
1985,BANDERA       ,Groundwater,"1,152",0,24,0,89,229
1985,BANDERA       ,Surfacewater,18,0,0,0,160,55
1985,BASTROP       ,Groundwater,"4,959",165,10,0,105,562
1985,BASTROP       ,Surfacewater,0,390,0,"4,500",260,844
1985,BAYLOR        ,Groundwater,"1,006",5,48,0,"1,532",78
1985,BAYLOR        ,Surfacewater,0,0,0,0,15,715
1985,BEE           ,Groundwater,"2,551",1,121,0,718,103
1985,BEE           ,Surfacewater,"1,373",0,0,0,22,935
1985,BELL          ,Groundwater,"1,283",245,117,0,60,98
1985,BELL          ,Surfacewater,"30,201",588,0,0,940,889
1985,BEXAR         ,Groundwater,"230,794","12,471","2,564","1,974","16,967",138
1985,BEXAR         ,Surfacewater,240,45,199,"25,464","12,444","1,252"
1985,BLANCO        ,Groundwater,491,0,0,0,254,341
1985,BLANCO        ,Surfacewater,310,0,0,0,45,85
1985,BORDEN        ,Groundwater,133,0,685,0,332,23
1985,BORDEN        ,Surfacewater,11,97,0,0,0,219
1985,BOSQUE        ,Groundwater,"1,975",601,72,0,229,592
1985,BOSQUE        ,Surfacewater,0,0,0,0,"1,411",592
1985,BOWIE         ,Groundwater,"2,522",47,0,0,"2,478",508
1985,BOWIE         ,Surfacewater,"12,216","2,786",17,0,"5,782",762
1985,BRAZORIA      ,Groundwater,"25,558","3,335",156,0,"13,587",715
1985,BRAZORIA      ,Surfacewater,"1,423","194,437",323,0,"168,146",476
1985,BRAZOS        ,Groundwater,"24,074",348,33,779,"6,505",751
1985,BRAZOS        ,Surfacewater,0,0,0,457,"1,626","1,127"
1985,BREWSTER      ,Groundwater,"1,764",6,730,0,"1,000",420
1985,BREWSTER      ,Surfacewater,144,0,0,0,0,22
1985,BRISCOE       ,Groundwater,173,2,0,0,"37,009",204
1985,BRISCOE       ,Surfacewater,131,0,0,0,373,51
1985,BROOKS        ,Groundwater,"1,411",9,158,0,250,67
1985,BROOKS        ,Surfacewater,0,0,0,0,0,608
1985,BROWN         ,Groundwater,162,11,53,0,885,99
1985,BROWN         ,Surfacewater,"6,898",476,72,0,"8,125",895
1985,BURLESON      ,Groundwater,"2,052",113,13,0,"6,158",468
1985,BURLESON      ,Surfacewater,0,0,0,0,190,702
1985,BURNET        ,Groundwater,"1,854",23,17,0,600,450
1985,BURNET        ,Surfacewater,"1,805",0,623,0,0,450
1985,CALDWELL      ,Groundwater,"3,252",38,27,0,144,74
1985,CALDWELL      ,Surfacewater,"1,178",186,0,0,355,673
1985,CALHOUN       ,Groundwater,678,"1,186",0,55,"3,197",232
1985,CALHOUN       ,Surfacewater,"2,921","17,292",0,0,"43,724",154
1985,CALLAHAN      ,Groundwater,813,9,229,0,524,62
1985,CALLAHAN      ,Surfacewater,861,0,0,0,224,566
1985,CAMERON       ,Groundwater,761,0,0,0,0,101
1985,CAMERON       ,Surfacewater,"47,163","1,587",0,"1,579","225,234",916
1985,CAMP          ,Groundwater,"1,456",202,84,0,142,198
1985,CAMP          ,Surfacewater,0,0,0,0,7,297
1985,CARSON        ,Groundwater,"1,245",730,815,0,"77,682",909
1985,CARSON        ,Surfacewater,0,0,184,0,0,227
1985,CASS          ,Groundwater,"3,744",11,629,0,0,305
1985,CASS          ,Surfacewater,478,"46,829",24,0,0,458
1985,CASTRO        ,Groundwater,"1,654","1,559",0,0,"349,719","4,866"
1985,CASTRO        ,Surfacewater,0,0,0,0,0,"1,215"
1985,CHAMBERS      ,Groundwater,"1,907",26,133,18,0,276
1985,CHAMBERS      ,Surfacewater,512,"9,205","2,137",858,"107,683",184
1985,CHEROKEE      ,Groundwater,"4,711",266,120,218,72,625
1985,CHEROKEE      ,Surfacewater,"1,022",124,2,"5,935",328,938
1985,CHILDRESS     ,Groundwater,1,4,0,0,"7,250",28
1985,CHILDRESS     ,Surfacewater,"1,158",0,24,0,0,259
1985,CLAY          ,Groundwater,475,0,354,0,433,172
1985,CLAY          ,Surfacewater,"1,149",10,72,0,416,"1,557"
1985,COCHRAN       ,Groundwater,823,112,"1,104",0,"59,531",944
1985,COCHRAN       ,Surfacewater,0,0,0,0,0,235
1985,COKE          ,Groundwater,39,0,292,0,500,45
1985,COKE          ,Surfacewater,801,0,207,381,0,406
1985,COLEMAN       ,Groundwater,109,0,12,0,0,92
1985,COLEMAN       ,Surfacewater,"1,929",6,0,0,"1,246",828
1985,COLLIN        ,Groundwater,"1,962",204,0,482,0,118
1985,COLLIN        ,Surfacewater,"39,395",823,72,578,0,"1,070"
1985,COLLINGSWORTH ,Groundwater,918,0,0,0,"7,449",50
1985,COLLINGSWORTH ,Surfacewater,17,0,0,0,75,458
1985,COLORADO      ,Groundwater,"3,126",17,951,0,"37,464",978
1985,COLORADO      ,Surfacewater,0,"1,471","54,751",0,"179,187",651
1985,COMAL         ,Groundwater,"11,219","1,586",961,0,0,222
1985,COMAL         ,Surfacewater,221,"2,041",0,0,0,54
1985,COMANCHE      ,Groundwater,791,22,79,0,"22,500",315
1985,COMANCHE      ,Surfacewater,964,64,0,0,"22,500","1,260"
1985,CONCHO        ,Groundwater,418,0,0,0,"3,088",450
1985,CONCHO        ,Surfacewater,7,0,0,0,678,112
1985,COOKE         ,Groundwater,"4,421",185,534,0,429,944
1985,COOKE         ,Surfacewater,0,0,96,0,70,944
1985,CORYELL       ,Groundwater,"3,202",2,96,0,20,600
1985,CORYELL       ,Surfacewater,"6,131",80,0,0,480,600
1985,COTTLE        ,Groundwater,612,3,0,0,"2,014",47
1985,COTTLE        ,Surfacewater,25,0,24,0,20,426
1985,CRANE         ,Groundwater,"1,077",145,"1,490",0,75,100
1985,CRANE         ,Surfacewater,0,0,0,0,0,5
1985,CROCKETT      ,Groundwater,"1,487",61,652,"2,169",600,599
1985,CROCKETT      ,Surfacewater,0,0,0,0,0,149
1985,CROSBY        ,Groundwater,531,5,199,0,"49,151",303
1985,CROSBY        ,Surfacewater,702,0,432,0,"2,048",75
1985,CULBERSON     ,Groundwater,548,1,635,0,"24,834",328
1985,CULBERSON     ,Surfacewater,0,0,0,0,0,17
1985,DALLAM        ,Groundwater,"1,326",110,0,0,"255,917","1,844"
1985,DALLAM        ,Surfacewater,0,0,0,0,0,461
1985,DALLAS        ,Groundwater,"14,617","1,863",29,"2,563",130,42
1985,DALLAS        ,Surfacewater,"417,120","26,588",813,"19,393",120,382
1985,DAWSON        ,Groundwater,630,125,837,0,"29,216",86
1985,DAWSON        ,Surfacewater,"1,810",12,0,0,0,21
1985,DEAF SMITH    ,Groundwater,"4,216","1,693",0,0,"260,408","11,558"
1985,DEAF SMITH    ,Surfacewater,0,0,0,0,0,"2,888"
1985,DELTA         ,Groundwater,137,0,0,0,0,70
1985,DELTA         ,Surfacewater,411,0,0,0,"3,000",630
1985,DENTON        ,Groundwater,"7,862",12,0,0,500,681
1985,DENTON        ,Surfacewater,"27,494",776,87,79,0,681
1985,DEWITT        ,Groundwater,"3,510",81,125,0,285,205
1985,DEWITT        ,Surfacewater,0,0,0,0,46,"1,868"
1985,DICKENS       ,Groundwater,143,7,16,0,"4,972",50
1985,DICKENS       ,Surfacewater,211,0,0,0,613,464
1985,DIMMIT        ,Groundwater,"2,212",4,582,0,"20,821",633
1985,DIMMIT        ,Surfacewater,0,0,0,0,"1,462",157
1985,DONLEY        ,Groundwater,95,21,24,0,"4,917",84
1985,DONLEY        ,Surfacewater,591,0,0,0,0,761
1985,DUVAL         ,Groundwater,"1,840",0,"1,948",0,"2,042",104
1985,DUVAL         ,Surfacewater,0,0,0,0,0,951
1985,EASTLAND      ,Groundwater,431,225,421,0,"11,700",78
1985,EASTLAND      ,Surfacewater,"3,667",13,27,0,"3,300",708
1985,ECTOR         ,Groundwater,"10,491","1,493","6,352",0,"3,489",276
1985,ECTOR         ,Surfacewater,"13,986",439,0,0,"1,797",13
1985,EDWARDS       ,Groundwater,336,2,11,0,0,412
1985,EDWARDS       ,Surfacewater,0,0,0,0,225,101
1985,EL PASO       ,Groundwater,"88,213","10,654",176,"5,941","1,490",602
1985,EL PASO       ,Surfacewater,"18,448","1,057",0,0,"162,272",31
1985,ELLIS         ,Groundwater,"5,787","2,740",87,0,0,92
1985,ELLIS         ,Surfacewater,"8,052",857,0,0,0,829
1985,ERATH         ,Groundwater,"3,457",126,0,0,"7,010","1,377"
1985,ERATH         ,Surfacewater,395,2,0,0,"1,335","1,377"
1985,FALLS         ,Groundwater,815,0,61,0,"2,295",228
1985,FALLS         ,Surfacewater,"1,669",132,0,0,"1,080","2,053"
1985,FANNIN        ,Groundwater,"1,949",0,0,359,906,141
1985,FANNIN        ,Surfacewater,"1,575",25,0,"6,003","2,872","1,285"
1985,FAYETTE       ,Groundwater,"3,226",219,6,0,185,192
1985,FAYETTE       ,Surfacewater,0,0,9,"14,100",530,"1,736"
1985,FISHER        ,Groundwater,80,210,362,0,"2,905",85
1985,FISHER        ,Surfacewater,786,66,0,0,252,768
1985,FLOYD         ,Groundwater,455,12,72,0,"94,718","1,100"
1985,FLOYD         ,Surfacewater,740,3,0,0,"2,928",275
1985,FOARD         ,Groundwater,76,0,0,0,"2,917",17
1985,FOARD         ,Surfacewater,444,0,24,0,0,154
1985,FORT BEND     ,Groundwater,"31,639","3,997",274,"1,900","32,094",556
1985,FORT BEND     ,Surfacewater,"2,969","11,986",136,"33,770","22,486",369
1985,FRANKLIN      ,Groundwater,317,0,768,0,0,446
1985,FRANKLIN      ,Surfacewater,"1,231",0,0,0,200,669
1985,FREESTONE     ,Groundwater,"1,881",3,35,144,100,487
1985,FREESTONE     ,Surfacewater,361,506,0,"13,872",0,731
1985,FRIO          ,Groundwater,"2,700",12,438,292,"48,460",119
1985,FRIO          ,Surfacewater,0,0,0,0,538,"1,079"
1985,GAINES        ,Groundwater,"2,792",303,"4,217",0,"283,916",678
1985,GAINES        ,Surfacewater,0,0,0,0,0,169
1985,GALVESTON     ,Groundwater,"9,769",590,20,5,174,127
1985,GALVESTON     ,Surfacewater,"24,623","46,198",21,"1,370","23,427",85
1985,GARZA         ,Groundwater,165,0,717,0,"2,750",33
1985,GARZA         ,Surfacewater,676,0,0,0,0,299
1985,GILLESPIE     ,Groundwater,"2,773",156,16,0,"1,711",456
1985,GILLESPIE     ,Surfacewater,0,117,0,0,148,456
1985,GLASSCOCK     ,Groundwater,168,8,2,0,"24,200",261
1985,GLASSCOCK     ,Surfacewater,0,0,0,0,0,65
1985,GOLIAD        ,Groundwater,810,0,1,146,23,131
1985,GOLIAD        ,Surfacewater,0,0,0,"10,020",387,"1,182"
1985,GONZALES      ,Groundwater,930,569,18,0,940,382
1985,GONZALES      ,Surfacewater,"2,491",293,0,0,484,"3,443"
1985,GRAY          ,Groundwater,"3,322","3,259","1,349",0,"21,500",246
1985,GRAY          ,Surfacewater,"2,111",30,24,0,0,"2,220"
1985,GRAYSON       ,Groundwater,"8,531","4,682",544,0,"4,105",110
1985,GRAYSON       ,Surfacewater,"4,654","1,029",228,0,"1,226","1,001"
1985,GREGG         ,Groundwater,"3,214",416,129,2,0,82
1985,GREGG         ,Surfacewater,"17,088","2,926",79,"2,498",66,124
1985,GRIMES        ,Groundwater,"3,076",194,24,0,200,680
1985,GRIMES        ,Surfacewater,0,0,1,"8,057",0,"1,020"
1985,GUADALUPE     ,Groundwater,"4,180",104,14,0,"1,251",86
1985,GUADALUPE     ,Surfacewater,"4,459",803,84,0,"1,109",783
1985,HALE          ,Groundwater,"4,131","1,644",299,0,"448,469","1,354"
1985,HALE          ,Surfacewater,"2,127",49,0,0,"4,530",338
1985,HALL          ,Groundwater,779,20,0,0,"8,969",34
1985,HALL          ,Surfacewater,161,0,0,0,0,307
1985,HAMILTON      ,Groundwater,688,9,0,0,605,611
1985,HAMILTON      ,Surfacewater,496,4,0,0,655,611
1985,HANSFORD      ,Groundwater,"1,469",38,482,0,"222,268","4,271"
1985,HANSFORD      ,Surfacewater,0,0,0,0,0,"1,067"
1985,HARDEMAN      ,Groundwater,282,0,0,0,"6,761",34
1985,HARDEMAN      ,Surfacewater,827,387,24,"2,547",209,306
